transaction_id,card_number,transaction_date,transaction_amount,merchant_name,transaction_type,transaction_category,location,amount_before,amount_after,user,credit_risk
455,3531036598478671,2/18/2021,395.94,Feednation,purchase,dining,Apt 452,486.42,882.36,David,High Risk
456,3580737076145571,8/13/2021,3957.18,Buzzdog,purchase,bills,Room 24,7288.97,11246.15,Eve,Medium Risk
457,6762097550763627822,5/2/2021,6995.77,Vinte,refund,dining,Room 898,1059.05,8054.82,Frank,Medium Risk
458,3576553824952804,3/11/2021,2316.83,Ntags,refund,groceries,PO Box 67345,2626.3,4943.13,Grace,High Risk
459,5602221876742365,2/21/2021,9091.58,Twitternation,withdrawal,dining,Apt 1698,3339.81,12431.39,Hannah,Medium Risk
460,6398768573920898,1/22/2021,8960.43,Buzzshare,refund,entertainment,PO Box 3212,7784.58,16745.01,Ivy,Medium Risk
461,3576711525890026,11/6/2021,742.34,Kanoodle,refund,groceries,Room 842,3385.58,4127.92,John,Low Risk
462,3587021149784879,9/8/2021,3131.14,Jaxworks,refund,dining,Suite 85,7198.67,10329.81,Alice,Medium Risk
463,5234007413426968,9/10/2021,2439.13,Brainsphere,purchase,bills,Room 922,207.14,2646.27,Bob,High Risk
464,3584062796779328,7/17/2021,411.35,Skiba,purchase,bills,Suite 100,7035.15,7446.5,Charlie,Low Risk
465,3546815997780784,6/3/2021,4117.74,Linkbridge,purchase,entertainment,9th Floor,9225.9,13343.64,David,High Risk
466,374283178412151,1/18/2021,1945.26,Einti,withdrawal,groceries,Room 1171,463.85,2409.11,Eve,Medium Risk
467,370297864299270,2/25/2021,984.27,Vidoo,purchase,groceries,PO Box 84452,8198.52,9182.79,Frank,Medium Risk
468,3558707687545129,9/18/2021,2622.47,Centimia,refund,dining,Room 1698,4507.7,7130.17,Grace,High Risk
469,6391862168710371,4/15/2021,6069.61,Twimm,purchase,entertainment,Apt 1973,8280.64,14350.25,Hannah,Medium Risk
470,5602239900930152,9/3/2021,5527.84,Yoveo,withdrawal,groceries,Apt 492,9968.16,15496.0,Ivy,Medium Risk
471,6391674133411609,8/6/2021,1028.62,Roomm,withdrawal,entertainment,Apt 955,1181.31,2209.93,John,Low Risk
472,6762084900190371,3/3/2021,368.92,Kare,refund,bills,PO Box 41011,2945.7,3314.62,Alice,Medium Risk
473,201629945671371,3/11/2021,9330.67,Jamia,purchase,entertainment,Room 709,7012.36,16343.03,Bob,High Risk
474,3529903898381877,1/8/2021,597.42,Myworks,refund,bills,Suite 35,4319.16,4916.58,Charlie,Low Risk
475,5480776499043357,8/20/2021,2639.71,Zoomdog,purchase,dining,PO Box 64768,6622.48,9262.19,David,High Risk
476,374283381390772,1/1/2021,5914.45,Zoonoodle,withdrawal,groceries,PO Box 39433,5065.34,10979.79,Eve,Medium Risk
477,201727910822779,3/13/2021,738.46,Fivebridge,purchase,bills,Apt 1830,4420.49,5158.95,Frank,Medium Risk
478,3550005708505893,3/12/2021,308.0,Gigazoom,withdrawal,groceries,PO Box 30498,424.58,732.58,Grace,High Risk
479,30060975260538,10/18/2021,8275.65,Jabbercube,refund,dining,Apt 976,3979.08,12254.73,Hannah,Medium Risk
480,560225256392939468,3/12/2021,8778.67,Ainyx,purchase,bills,PO Box 81489,163.16,8941.83,Ivy,Medium Risk
481,6392022289692045,11/22/2021,1782.55,Zoomlounge,purchase,groceries,7th Floor,8573.37,10355.92,John,Low Risk
482,6709091489736061131,3/16/2021,6419.03,Fanoodle,refund,entertainment,Apt 10,2136.86,8555.89,Alice,Medium Risk
483,6767835889077631,1/7/2021,1542.48,Avamba,withdrawal,entertainment,12th Floor,5908.54,7451.02,Bob,High Risk
484,3531032511742285,9/14/2021,4910.88,Edgepulse,purchase,entertainment,Room 1021,8155.03,13065.91,Charlie,Low Risk
485,4026038480420274,12/30/2021,1275.84,Quinu,refund,entertainment,PO Box 91510,5507.77,6783.61,David,High Risk
486,5007667794397859,1/28/2021,1122.12,Tagfeed,purchase,bills,12th Floor,4196.94,5319.06,Eve,Medium Risk
487,373625003387761,3/4/2021,6166.92,Eimbee,purchase,bills,Room 1860,1440.94,7607.86,Frank,Medium Risk
488,3538274835611100,7/3/2021,8203.58,Zoozzy,purchase,dining,Suite 83,885.45,9089.03,Grace,High Risk
489,5010128662002720,9/1/2021,8588.73,Topiczoom,withdrawal,entertainment,11th Floor,1684.21,10272.94,Hannah,Medium Risk
490,5602231798931368,7/8/2021,2851.08,Flipbug,purchase,entertainment,PO Box 9656,5968.61,8819.69,Ivy,Medium Risk
491,3589936697822854,9/18/2021,6343.68,Lazz,withdrawal,dining,PO Box 46418,4514.08,10857.76,John,Low Risk
492,5048371583355977,4/22/2021,3250.17,Voonte,purchase,dining,Apt 1277,9972.94,13223.11,Alice,Medium Risk
493,372301121413316,6/19/2021,3431.85,Edgetag,purchase,bills,PO Box 12025,8241.26,11673.11,Bob,High Risk
494,3549729864771809,8/16/2021,9187.52,Kazio,refund,groceries,Apt 1776,322.69,9510.21,Charlie,Low Risk
495,3543261737768651,2/25/2021,7278.3,Skyba,withdrawal,groceries,Room 1688,742.11,8020.41,David,High Risk
496,5224720234428128,12/5/2021,5452.6,Fliptune,refund,bills,Room 1507,7219.01,12671.61,Eve,Medium Risk
497,560224325081644266,8/28/2021,8550.97,Mymm,withdrawal,entertainment,Suite 41,3772.97,12323.94,Frank,Medium Risk
498,5602255917793110,7/4/2021,2986.17,Twitternation,purchase,dining,10th Floor,7768.67,10754.84,Grace,High Risk
499,5018302441719715102,4/26/2021,5286.4,Demivee,purchase,entertainment,PO Box 79968,3375.46,8661.86,Hannah,Medium Risk
500,5602232104655131199,5/11/2021,4629.87,Meemm,withdrawal,entertainment,Apt 868,4410.51,9040.38,Ivy,Medium Risk
501,4175006387551722,6/7/2021,5041.62,Riffpedia,purchase,bills,Suite 47,7909.37,12950.99,John,Low Risk
502,5602252710662295,4/13/2021,4396.55,Camimbo,refund,bills,Suite 21,2941.18,7337.73,Alice,Medium Risk
503,4017953783798054,9/28/2021,2094.99,Photofeed,purchase,bills,PO Box 32869,4928.83,7023.82,Bob,High Risk
504,3589000788447350,9/1/2021,6652.51,Photobug,withdrawal,entertainment,2nd Floor,7541.36,14193.87,Charlie,Low Risk
505,374288542648489,4/7/2021,4567.77,Skivee,refund,bills,Room 422,3352.8,7920.57,David,High Risk
506,3552931066871379,11/23/2021,8399.08,Aivee,refund,entertainment,14th Floor,6059.34,14458.42,Eve,Medium Risk
507,5100179841658594,9/18/2021,2126.95,Jabberstorm,withdrawal,bills,Suite 38,743.56,2870.51,Frank,Medium Risk
508,4041591826854,2/22/2021,3005.39,Voonyx,refund,groceries,Apt 1495,4391.25,7396.64,Grace,High Risk
509,3560213526372516,10/11/2021,4010.57,Jayo,purchase,dining,Suite 54,2274.23,6284.8,Hannah,Medium Risk
510,3551026370436588,2/19/2021,1700.8,Zoomdog,refund,dining,PO Box 65973,5899.7,7600.5,Ivy,Medium Risk
511,3554069712725166,3/16/2021,3143.05,Devcast,withdrawal,groceries,9th Floor,4030.45,7173.5,John,Low Risk
512,3556330989408516,12/15/2021,3555.71,Riffwire,purchase,bills,Room 1523,4993.9,8549.61,Alice,Medium Risk
513,67625956662073946,10/1/2021,4281.15,Avamba,refund,dining,Apt 1255,8734.56,13015.71,Bob,High Risk
514,3587698540185119,3/13/2021,66.06,Feednation,refund,dining,Apt 45,391.54,457.6,Charlie,Low Risk
515,5108754348928419,10/16/2021,80.69,Zava,withdrawal,dining,PO Box 145,1144.87,1225.56,David,High Risk
516,4917229702246496,12/13/2021,5064.28,Quatz,withdrawal,entertainment,PO Box 7373,4367.96,9432.24,Eve,Medium Risk
517,3581348638791644,12/18/2021,6307.39,Oyoba,refund,entertainment,Apt 1990,9514.83,15822.22,Frank,Medium Risk
518,3561315635640722,5/2/2021,5826.44,Aimbo,purchase,bills,Apt 1215,251.56,6078.0,Grace,High Risk
519,490517818094753229,4/2/2021,8841.93,Gabvine,purchase,groceries,Room 1601,1792.77,10634.7,Hannah,Medium Risk
520,5602235364392455676,8/22/2021,6039.35,Trupe,refund,bills,10th Floor,4965.25,11004.6,Ivy,Medium Risk
521,6382489271893232,6/14/2021,3142.74,Meembee,purchase,dining,Apt 1818,5869.49,9012.23,John,Low Risk
522,3551776213502380,9/28/2021,5185.83,Zoonder,purchase,entertainment,Room 1385,7898.86,13084.69,Alice,Medium Risk
523,3565740842585897,1/8/2021,282.63,Riffpath,withdrawal,groceries,Apt 1266,7742.23,8024.86,Bob,High Risk
524,3542303120330359,11/26/2021,5300.03,Avamba,refund,entertainment,9th Floor,4447.49,9747.52,Charlie,Low Risk
525,6390496057010329,5/7/2021,1880.61,Yodo,withdrawal,groceries,Apt 152,5781.34,7661.95,David,High Risk
526,3589414791564731,3/13/2021,7722.11,Jaxspan,withdrawal,dining,Suite 69,5653.12,13375.23,Eve,Medium Risk
527,379802019069592,2/4/2021,3290.17,Jatri,purchase,groceries,Room 625,7204.51,10494.68,Frank,Medium Risk
528,633110113199177243,6/30/2021,9088.53,Twitternation,purchase,dining,Suite 24,149.02,9237.55,Grace,High Risk
529,3583707640809652,4/3/2021,7901.19,Layo,refund,groceries,Suite 100,371.15,8272.34,Hannah,Medium Risk
530,3565552366089507,7/15/2021,7037.69,Edgepulse,refund,entertainment,Room 1490,6276.02,13313.71,Ivy,Medium Risk
531,5602211454384128,12/20/2021,4201.25,Browsedrive,purchase,bills,4th Floor,1118.61,5319.86,John,Low Risk
532,3554009733194323,12/27/2021,7185.82,Eadel,purchase,groceries,Suite 18,3237.21,10423.03,Alice,Medium Risk
533,490559699539840774,4/3/2021,4148.88,Kaymbo,refund,dining,Room 780,7610.18,11759.06,Bob,High Risk
534,6334231838352427372,2/16/2021,2151.4,Reallinks,purchase,bills,PO Box 67180,1481.99,3633.39,Charlie,Low Risk
535,5602235404723267,1/14/2021,3700.53,Dabshots,purchase,groceries,Apt 138,3648.25,7348.78,David,High Risk
536,30409365366241,12/13/2021,2077.17,Dynazzy,refund,bills,Room 867,4582.85,6660.02,Eve,Medium Risk
537,58936485602891996,6/11/2021,1063.8,Browsebug,withdrawal,entertainment,Room 1825,6603.17,7666.97,Frank,Medium Risk
538,30147910887895,12/3/2021,5924.73,Muxo,withdrawal,entertainment,Suite 49,6107.59,12032.32,Grace,High Risk
539,3577845006753136,10/24/2021,7486.34,Rhyzio,withdrawal,groceries,Room 905,7016.36,14502.7,Hannah,Medium Risk
540,3578598206302613,8/11/2021,3445.75,Meevee,refund,bills,Suite 65,799.63,4245.38,Ivy,Medium Risk
541,6372889225318453,11/17/2021,5383.17,Wordware,withdrawal,bills,Apt 1284,1839.49,7222.66,John,Low Risk
542,5474713182759112,10/27/2021,9177.95,Aimbo,withdrawal,bills,8th Floor,6870.78,16048.73,Alice,Medium Risk
543,3560036543682918,5/29/2021,5705.03,Yata,withdrawal,entertainment,Apt 1237,844.15,6549.18,Bob,High Risk
544,5519150950688057,9/22/2021,8604.87,Tazz,refund,bills,Suite 45,109.48,8714.35,Charlie,Low Risk
545,3579980156667451,2/20/2021,9332.42,Izio,withdrawal,groceries,PO Box 11781,5156.36,14488.78,David,High Risk
546,3528164045067601,1/1/2021,128.06,Lazz,purchase,bills,PO Box 85227,5079.59,5207.65,Eve,Medium Risk
547,3580654250400807,11/25/2021,8723.68,Fivechat,purchase,bills,15th Floor,5850.79,14574.47,Frank,Medium Risk
548,4175002190309903,2/22/2021,6271.37,Zava,withdrawal,entertainment,10th Floor,6395.94,12667.31,Grace,High Risk
549,3560526081754590,7/2/2021,4666.42,Centimia,withdrawal,entertainment,Apt 838,1226.59,5893.01,Hannah,Medium Risk
550,3570339969988217,3/6/2021,4759.23,Skajo,purchase,bills,Apt 1859,7479.5,12238.73,Ivy,Medium Risk
551,3566465588496856,10/9/2021,1709.28,Yotz,refund,bills,1st Floor,2384.99,4094.27,John,Low Risk
552,6762935091168536,8/22/2021,7917.77,Latz,withdrawal,entertainment,Apt 1808,96.91,8014.68,Alice,Medium Risk
553,3548207747515991,5/27/2021,9038.72,Twitterbridge,purchase,groceries,Suite 61,8499.54,17538.26,Bob,High Risk
554,3530788737160310,10/31/2021,2656.33,Feedfire,withdrawal,dining,Apt 1906,7069.08,9725.41,Charlie,Low Risk
555,4911932891234109170,1/23/2021,4879.99,Fliptune,withdrawal,bills,Suite 49,9122.67,14002.66,David,High Risk
556,3565385955514217,10/3/2021,3004.83,Meemm,refund,groceries,Apt 1076,4614.59,7619.42,Eve,Medium Risk
557,3554385281952613,11/14/2021,5128.68,Jabberbean,purchase,entertainment,Room 1954,1381.89,6510.57,Frank,Medium Risk
558,3589940185928124,10/9/2021,4584.43,Skiba,withdrawal,bills,Suite 94,8483.77,13068.2,Grace,High Risk
559,3564881775375251,7/28/2021,6530.98,Cogidoo,refund,bills,Room 943,6868.34,13399.32,Hannah,Medium Risk
560,3565933119576828,3/22/2021,404.81,Zoomzone,purchase,dining,Room 907,7917.5,8322.31,Ivy,Medium Risk
561,3587790676756704,4/18/2021,7927.65,Meevee,purchase,bills,Room 1810,7479.62,15407.27,John,Low Risk
562,3536194793512912,11/4/2021,8697.61,Zooxo,purchase,entertainment,12th Floor,9540.71,18238.32,Alice,Medium Risk
563,5002354965950601,1/30/2021,4136.09,Leenti,withdrawal,dining,5th Floor,3367.08,7503.17,Bob,High Risk
564,30505673387041,8/18/2021,6508.59,Skalith,withdrawal,bills,Room 502,8215.97,14724.56,Charlie,Low Risk
565,4913986034227569,3/30/2021,9213.73,Tazz,refund,dining,Apt 861,5257.99,14471.72,David,High Risk
566,30402653865305,6/5/2021,683.36,Brainlounge,purchase,entertainment,Apt 950,1304.56,1987.92,Eve,Medium Risk
567,560225768055109122,9/28/2021,3191.82,Minyx,refund,bills,PO Box 82133,6095.92,9287.74,Frank,Medium Risk
568,374283824199426,3/14/2021,9562.62,Leexo,purchase,entertainment,Suite 2,5170.85,14733.47,Grace,High Risk
569,3529078210406791,7/13/2021,8208.97,Kazio,withdrawal,entertainment,Suite 77,1019.03,9228.0,Hannah,Medium Risk
570,4041599646092530,12/30/2021,5847.79,Eazzy,purchase,entertainment,Room 1920,6351.13,12198.92,Ivy,Medium Risk
571,3535285899767201,3/24/2021,6406.64,Leenti,purchase,entertainment,Apt 353,4199.3,10605.94,John,Low Risk
572,5448036884954085,10/17/2021,7603.89,Layo,purchase,dining,PO Box 49558,7082.51,14686.4,Alice,Medium Risk
573,56022447203034177,11/21/2021,289.7,Wordify,purchase,dining,PO Box 22672,2333.56,2623.26,Bob,High Risk
574,374288063590102,4/20/2021,1898.7,Chatterbridge,refund,entertainment,Apt 1756,236.07,2134.77,Charlie,Low Risk
575,3583688618611629,7/7/2021,7130.26,Feedbug,purchase,entertainment,PO Box 95070,443.0,7573.26,David,High Risk
576,3583159275979105,10/24/2021,2807.45,Chatterbridge,purchase,entertainment,Suite 54,312.49,3119.94,Eve,Medium Risk
577,3585816889008724,7/7/2021,7923.05,Yacero,withdrawal,bills,Suite 70,431.14,8354.19,Frank,Medium Risk
578,490524697262446282,7/16/2021,4088.34,Thoughtbeat,purchase,dining,11th Floor,5270.44,9358.78,Grace,High Risk
579,3573242869048859,6/21/2021,6265.4,Edgewire,withdrawal,entertainment,Apt 1705,9901.26,16166.66,Hannah,Medium Risk
580,5602257754879747,4/13/2021,1683.85,Mynte,purchase,bills,Suite 36,1753.28,3437.13,Ivy,Medium Risk
581,5010123265207115,5/29/2021,9493.82,Rhyzio,refund,entertainment,Apt 1596,6968.44,16462.26,John,Low Risk
582,374622821808937,10/9/2021,8086.43,Youopia,refund,groceries,Suite 50,5583.56,13669.99,Alice,Medium Risk
583,6375513419932971,10/31/2021,8216.0,Kanoodle,refund,bills,Apt 410,8762.09,16978.09,Bob,High Risk
584,30265775828372,12/25/2021,2371.24,Topicblab,purchase,bills,Apt 80,3569.45,5940.69,Charlie,Low Risk
585,3555527376749706,3/7/2021,5631.17,Gigazoom,purchase,entertainment,Apt 1063,835.82,6466.99,David,High Risk
586,604847571326929,7/23/2021,7370.31,Gabvine,purchase,groceries,11th Floor,1669.32,9039.63,Eve,Medium Risk
587,4175001301867379,5/3/2021,8800.79,Centimia,refund,entertainment,Apt 1241,8719.05,17519.84,Frank,Medium Risk
588,201841090038500,8/2/2021,9566.2,Yodo,purchase,bills,Apt 717,6523.01,16089.21,Grace,High Risk
589,3576137497281517,10/27/2021,8516.39,Wikivu,refund,dining,Suite 35,4729.04,13245.43,Hannah,Medium Risk
590,201515483763706,10/5/2021,5921.41,Skibox,withdrawal,groceries,Apt 1707,6916.57,12837.98,Ivy,Medium Risk
591,30561253310689,11/4/2021,3110.32,Oyoba,refund,groceries,Suite 85,917.2,4027.52,John,Low Risk
592,3568942925887151,4/26/2021,532.41,Meemm,purchase,entertainment,4th Floor,5180.85,5713.26,Alice,Medium Risk
593,6706534133401358,4/17/2021,8911.78,Meembee,withdrawal,dining,Room 403,1444.44,10356.22,Bob,High Risk
594,3542928891740749,8/15/2021,333.61,Thoughtworks,withdrawal,dining,Suite 32,2292.88,2626.49,Charlie,Low Risk
595,3546456515625829,12/7/2021,5160.24,Lazzy,purchase,groceries,Room 362,2155.57,7315.81,David,High Risk
596,5496791873175438,9/19/2021,9765.75,Linkbridge,refund,entertainment,Apt 237,2906.37,12672.12,Eve,Medium Risk
597,4026508722470246,10/29/2021,9784.52,Vitz,purchase,bills,18th Floor,4192.98,13977.5,Frank,Medium Risk
598,6762589759007183477,10/29/2021,8603.99,Yoveo,withdrawal,dining,13th Floor,6728.17,15332.16,Grace,High Risk
599,4508010332108800,10/31/2021,5361.49,Wikibox,withdrawal,groceries,8th Floor,7749.14,13110.63,Hannah,Medium Risk
600,56022251199191789,11/28/2021,827.07,Voonder,purchase,bills,Room 72,9239.12,10066.19,Ivy,Medium Risk
601,5602236941152416,8/31/2021,3936.48,Linktype,refund,groceries,Apt 1397,8549.28,12485.76,John,Low Risk
602,201852691166723,1/23/2021,6372.38,Jetwire,refund,groceries,PO Box 49663,6512.49,12884.87,Alice,Medium Risk
603,3529320724108004,8/27/2021,8250.26,Digitube,purchase,bills,Apt 248,7442.7,15692.96,Bob,High Risk
604,3583325138319678,10/29/2021,2440.79,Jabbersphere,refund,entertainment,PO Box 57139,9583.29,12024.08,Charlie,Low Risk
605,201500371293685,2/9/2021,2370.07,Edgeclub,withdrawal,entertainment,8th Floor,6612.36,8982.43,David,High Risk
606,3534096532846505,11/5/2021,501.96,Brightbean,withdrawal,entertainment,PO Box 52302,889.39,1391.35,Eve,Medium Risk
607,374622876803098,12/13/2021,8931.25,Layo,withdrawal,bills,Apt 1562,8403.19,17334.44,Frank,Medium Risk
608,3565832098026732,7/9/2021,1307.63,Jayo,purchase,dining,Room 258,1840.55,3148.18,Grace,High Risk
609,670942354567874120,2/23/2021,2837.89,Vinte,withdrawal,entertainment,Suite 97,7964.92,10802.81,Hannah,Medium Risk
610,3552182392435105,5/9/2021,6423.86,Skilith,withdrawal,groceries,PO Box 37715,1728.35,8152.21,Ivy,Medium Risk
611,4026725132738711,9/17/2021,6242.79,Livetube,purchase,entertainment,Suite 63,8257.88,14500.67,John,Low Risk
612,3544011881469724,8/3/2021,1854.86,Realpoint,purchase,entertainment,Room 1585,4780.2,6635.06,Alice,Medium Risk
613,5126043098793530,8/17/2021,9832.1,Wikizz,withdrawal,dining,Room 749,9823.14,19655.24,Bob,High Risk
614,4917162128545029,8/4/2021,5715.9,Skinte,refund,entertainment,Apt 1550,1755.64,7471.54,Charlie,Low Risk
615,6761224367953181983,12/5/2021,3996.54,Blogtags,refund,dining,Apt 1858,8221.78,12218.32,David,High Risk
616,3571592589882751,10/27/2021,790.58,Brightdog,withdrawal,entertainment,Room 1130,4986.23,5776.81,Eve,Medium Risk
617,564182249515314761,11/28/2021,4126.84,Skyvu,withdrawal,entertainment,Suite 24,7652.01,11778.85,Frank,Medium Risk
618,201556705315891,8/10/2021,1904.83,Voonder,withdrawal,groceries,5th Floor,1478.54,3383.37,Grace,High Risk
619,56106662674767423,11/5/2021,8343.32,Wikivu,purchase,bills,PO Box 68072,8419.78,16763.1,Hannah,Medium Risk
620,5002354701039065,6/23/2021,5452.84,Tekfly,purchase,entertainment,Room 889,4638.84,10091.68,Ivy,Medium Risk
621,3589006593106875,2/18/2021,6869.08,Myworks,refund,dining,Apt 1858,3290.89,10159.97,John,Low Risk
622,3529809513744490,8/1/2021,536.35,Wikivu,purchase,entertainment,Apt 1108,2583.3,3119.65,Alice,Medium Risk
623,3581138724261580,5/2/2021,5303.42,Cogibox,purchase,entertainment,Apt 387,800.33,6103.75,Bob,High Risk
624,5610803387258872,1/9/2021,5188.73,Eamia,refund,groceries,PO Box 38256,129.87,5318.6,Charlie,Low Risk
625,3567107350697407,12/16/2021,235.48,Twitterlist,withdrawal,bills,Suite 42,323.96,559.44,David,High Risk
626,56022459306281274,4/4/2021,7922.38,Kazu,withdrawal,dining,Room 1791,3502.81,11425.19,Eve,Medium Risk
627,3540567839563318,8/13/2021,2200.43,Miboo,refund,dining,Suite 63,6303.81,8504.24,Frank,Medium Risk
628,3537756908194684,8/16/2021,3676.57,Vinder,withdrawal,groceries,Apt 1568,7355.7,11032.27,Grace,High Risk
629,3571026332325008,5/29/2021,4388.59,Skiba,withdrawal,entertainment,5th Floor,1791.77,6180.36,Hannah,Medium Risk
630,4917590578438636,12/29/2021,7023.97,Wikido,purchase,bills,PO Box 30313,2604.24,9628.21,Ivy,Medium Risk
631,5038920144324084829,1/19/2021,9265.24,Flipstorm,purchase,entertainment,PO Box 4921,2164.77,11430.01,John,Low Risk
632,3586619733498797,4/8/2021,7181.01,Youfeed,withdrawal,bills,Apt 1001,4109.36,11290.37,Alice,Medium Risk
633,5493870119006723,7/19/2021,7462.53,Layo,refund,groceries,15th Floor,7215.46,14677.99,Bob,High Risk
634,5602255924994271,6/26/2021,3401.26,Lazzy,purchase,entertainment,Apt 406,5962.02,9363.28,Charlie,Low Risk
635,30290751708018,1/24/2021,5967.96,Thoughtsphere,refund,dining,13th Floor,8384.46,14352.42,David,High Risk
636,3539914141264461,4/30/2021,9398.11,Meemm,withdrawal,dining,17th Floor,2263.71,11661.82,Eve,Medium Risk
637,3556351886892875,12/14/2021,692.53,Ooba,purchase,entertainment,Suite 18,4153.06,4845.59,Frank,Medium Risk
638,3568385866247789,10/13/2021,5175.5,Plajo,purchase,bills,Suite 31,5005.35,10180.85,Grace,High Risk
639,6763074978736642,6/6/2021,6520.78,Fivebridge,purchase,dining,PO Box 25888,19.94,6540.72,Hannah,Medium Risk
640,5038351039258084,12/6/2021,4408.91,Flashdog,refund,groceries,Suite 5,7584.88,11993.79,Ivy,Medium Risk
641,3539780977360156,11/24/2021,6674.83,Bluezoom,refund,dining,Apt 214,1269.78,7944.61,John,Low Risk
642,3572896848847714,12/22/2021,4462.53,Trupe,purchase,groceries,Suite 56,1021.27,5483.8,Alice,Medium Risk
643,3580284962646420,10/4/2021,7203.82,Yakitri,withdrawal,entertainment,18th Floor,5094.37,12298.19,Bob,High Risk
644,5491430089664514,4/16/2021,5709.12,Vinte,purchase,dining,Suite 45,1336.96,7046.08,Charlie,Low Risk
645,3581748875283611,10/20/2021,4787.43,Aimbu,withdrawal,bills,Suite 63,7355.06,12142.49,David,High Risk
646,4936280177636204693,2/20/2021,7742.23,Ozu,refund,bills,Room 553,3624.51,11366.74,Eve,Medium Risk
647,6771984440666035801,12/17/2021,336.26,Mydeo,purchase,bills,Apt 1964,8169.89,8506.15,Frank,Medium Risk
648,3571862594572253,2/7/2021,3678.28,Devcast,withdrawal,dining,Room 257,5244.59,8922.87,Grace,High Risk
649,3579505969633612,6/18/2021,7413.85,Camimbo,refund,entertainment,Room 1142,5997.96,13411.81,Hannah,Medium Risk
650,4917757468972293,7/24/2021,9080.08,Twitternation,withdrawal,entertainment,Apt 282,5265.31,14345.39,Ivy,Medium Risk
651,3575879414508602,1/7/2021,1107.03,Fliptune,refund,dining,Suite 74,4744.53,5851.56,John,Low Risk
652,5007662912379285,8/10/2021,5196.3,Yakidoo,refund,dining,3rd Floor,6214.11,11410.41,Alice,Medium Risk
653,3560627328649377,6/25/2021,2294.98,Centidel,withdrawal,groceries,Apt 12,3413.08,5708.06,Bob,High Risk
654,3535777762365824,4/17/2021,6449.79,Yabox,refund,dining,Suite 44,2466.06,8915.85,Charlie,Low Risk
655,604876168448309,10/9/2021,5308.54,Roodel,withdrawal,entertainment,Apt 147,1421.48,6730.02,David,High Risk
656,201581001396676,5/3/2021,5319.06,Zoomlounge,refund,entertainment,Apt 1372,3418.2,8737.26,Eve,Medium Risk
657,3531516662314027,12/29/2021,3289.75,Linkbridge,purchase,entertainment,10th Floor,6664.49,9954.24,Frank,Medium Risk
658,30398752865479,2/10/2021,7392.92,Jaxspan,refund,dining,PO Box 25763,4846.75,12239.67,Grace,High Risk
659,3563611500546285,12/28/2021,7520.58,Jabbersphere,purchase,groceries,5th Floor,6094.14,13614.72,Hannah,Medium Risk
660,50204627726580391,3/23/2021,8247.74,Avamba,withdrawal,dining,PO Box 85437,7516.25,15763.99,Ivy,Medium Risk
661,3530835867331649,8/25/2021,8148.05,Jamia,refund,dining,Room 1032,1738.36,9886.41,John,Low Risk
662,5169810588421378,11/2/2021,8674.43,Agimba,purchase,entertainment,Suite 41,6213.3,14887.73,Alice,Medium Risk
663,3565771238980004,12/12/2021,7807.73,Feedspan,withdrawal,entertainment,Suite 89,3163.98,10971.71,Bob,High Risk
664,5602211735026100,3/20/2021,9805.13,Skinder,withdrawal,dining,3rd Floor,7847.97,17653.1,Charlie,Low Risk
665,3557793284956977,11/12/2021,6355.24,Kazu,refund,bills,Apt 1578,433.27,6788.51,David,High Risk
666,5641820800833720,10/6/2021,5283.89,Skalith,purchase,bills,Apt 1716,5370.6,10654.49,Eve,Medium Risk
667,3537956620154988,8/1/2021,198.1,Bubbletube,refund,dining,Suite 42,9978.72,10176.82,Frank,Medium Risk
668,3537004025972538,11/12/2021,9589.22,Skyndu,withdrawal,bills,Suite 55,4055.44,13644.66,Grace,High Risk
669,3585340897999972,5/5/2021,8173.55,Livefish,purchase,bills,Suite 55,1125.47,9299.02,Hannah,Medium Risk
670,4903599174934541294,6/9/2021,313.56,Demizz,purchase,groceries,PO Box 26893,9890.88,10204.44,Ivy,Medium Risk
671,5602223972058233,10/14/2021,660.8,Tagchat,refund,groceries,Suite 21,7450.13,8110.93,John,Low Risk
672,3570364036195042,1/27/2021,4938.96,Gigabox,refund,entertainment,Apt 1083,6242.3,11181.26,Alice,Medium Risk
673,3586909962268973,12/21/2021,2580.91,Yadel,withdrawal,groceries,Room 1677,634.94,3215.85,Bob,High Risk
674,3532924647287095,11/30/2021,5764.05,Teklist,withdrawal,bills,PO Box 88924,5143.13,10907.18,Charlie,Low Risk
675,5007668841483858,12/9/2021,308.26,Quaxo,refund,bills,Room 559,1380.16,1688.42,David,High Risk
676,6304937825511507,9/3/2021,2641.59,Feedspan,purchase,groceries,Room 310,3572.22,6213.81,Eve,Medium Risk
677,201848036960192,9/9/2021,5056.06,Jayo,purchase,dining,Suite 68,4608.47,9664.53,Frank,Medium Risk
678,3564017188522813,5/7/2021,787.77,Gabtune,purchase,dining,PO Box 65771,1085.34,1873.11,Grace,High Risk
679,3563797576026623,6/25/2021,3276.52,Buzzshare,purchase,groceries,PO Box 31237,7941.43,11217.95,Hannah,Medium Risk
680,3574567648598884,8/20/2021,3733.96,Jaloo,purchase,groceries,Room 121,4893.32,8627.28,Ivy,Medium Risk
681,3545879118591398,8/25/2021,4322.44,Devpoint,withdrawal,bills,Suite 24,2562.72,6885.16,John,Low Risk
682,3578616920507000,12/7/2021,4155.82,Vimbo,refund,groceries,Suite 52,1325.88,5481.7,Alice,Medium Risk
